id,temperature,humidity,air_quality,created_at
6240,28.6,37,99,2026-03-03 07:38:47.882636
6241,28.6,37,102,2026-03-03 07:38:54.268998
6242,28.6,37,103,2026-03-03 07:39:00.784703
6243,28.6,37,104,2026-03-03 07:39:07.629436
6244,28.6,37,104,2026-03-03 07:39:14.337022
6245,28.6,37,102,2026-03-03 07:39:21.627564
6246,28.6,36.9,100,2026-03-03 07:39:28.287674
6247,28.6,36.9,102,2026-03-03 07:39:35.118193
6248,28.6,36.9,105,2026-03-03 07:39:41.839034
6249,28.6,36.9,104,2026-03-03 07:39:49.232755
6250,28.6,36.9,104,2026-03-03 07:39:55.937104
6251,28.6,36.9,102,2026-03-03 07:40:02.825497
6252,28.6,36.9,104,2026-03-03 07:40:09.827936
6253,28.6,36.9,98,2026-03-03 07:40:17.265679
6254,28.6,36.9,102,2026-03-03 07:40:24.745312
6255,28.6,36.9,101,2026-03-03 07:40:31.947796
6256,28.6,36.9,103,2026-03-03 07:40:38.545029
6257,28.6,36.9,104,2026-03-03 07:40:45.006477
6258,28.6,37,105,2026-03-03 07:40:51.777471
6259,28.6,37,102,2026-03-03 07:40:58.74832
6260,28.6,37,105,2026-03-03 07:41:06.133363
6261,28.6,36.9,102,2026-03-03 07:41:14.997476
6262,28.6,37,100,2026-03-03 07:41:22.043048
6263,28.6,37,99,2026-03-03 07:41:28.959559
6264,28.6,37,104,2026-03-03 07:41:35.558012
6265,28.6,37,104,2026-03-03 07:41:42.182671
6266,28.6,37,106,2026-03-03 07:41:48.99148
6267,28.6,37,104,2026-03-03 07:41:55.575764
6268,28.6,37,104,2026-03-03 07:42:02.04571
6269,28.6,37,105,2026-03-03 07:42:08.491602
6270,28.6,37,105,2026-03-03 07:42:15.042334
6271,28.6,37,103,2026-03-03 07:42:21.88758
6272,28.6,36.9,104,2026-03-03 07:42:28.290147
6273,28.6,36.9,102,2026-03-03 07:42:35.190474
6274,28.6,36.9,99,2026-03-03 07:42:41.785568
6275,28.6,36.9,100,2026-03-03 07:42:48.673712
6276,28.6,36.9,103,2026-03-03 07:42:55.089316
6277,28.6,36.8,103,2026-03-03 07:43:02.47536
6278,28.6,36.8,102,2026-03-03 07:43:09.142783
6279,28.6,37,100,2026-03-03 07:43:16.022454
6280,28.6,36.8,107,2026-03-03 07:43:23.090401
6281,28.6,36.8,105,2026-03-03 07:43:30.193724
6282,28.6,36.8,105,2026-03-03 07:43:37.258623
6283,28.6,36.8,106,2026-03-03 07:43:44.423242
6284,28.6,36.8,102,2026-03-03 07:43:51.322074
6285,28.6,36.8,105,2026-03-03 07:43:57.768709
6286,28.6,36.8,101,2026-03-03 07:44:04.651629
6287,28.6,36.8,106,2026-03-03 07:44:11.404803
6288,28.6,36.8,105,2026-03-03 07:44:18.482574
6289,28.6,36.8,103,2026-03-03 07:44:25.361314
6290,28.6,36.8,100,2026-03-03 07:44:32.159873
6291,28.6,36.7,104,2026-03-03 07:44:39.314216
6292,28.6,36.8,104,2026-03-03 07:44:46.245776
6293,28.6,36.7,101,2026-03-03 07:44:53.025402
6294,28.6,36.7,102,2026-03-03 07:45:00.172218
6295,28.6,36.6,103,2026-03-03 07:45:07.01088
6296,28.6,36.6,100,2026-03-03 07:45:14.372416
6297,28.6,36.6,101,2026-03-03 07:45:21.277787
6298,28.6,36.6,105,2026-03-03 07:45:28.282554
6299,28.6,36.6,104,2026-03-03 07:45:35.392941
6300,28.6,36.6,102,2026-03-03 07:45:41.965967
6301,28.6,36.4,103,2026-03-03 07:45:48.584279
6302,28.6,36.3,102,2026-03-03 07:45:55.512453
6303,28.6,36.3,106,2026-03-03 07:46:02.478808
6304,28.6,36.4,104,2026-03-03 07:46:09.405308
6305,28.6,36.3,102,2026-03-03 07:46:15.994045
6306,28.6,36.4,102,2026-03-03 07:46:22.903745
6307,28.7,36.4,102,2026-03-03 07:46:29.753487
6308,28.7,36.5,100,2026-03-03 07:46:36.485603
6309,28.7,36.5,102,2026-03-03 07:46:43.648646
6310,28.7,36.5,106,2026-03-03 07:46:51.027635
6311,28.7,36.6,104,2026-03-03 07:46:58.158444
6312,28.7,36.6,104,2026-03-03 07:47:04.759011
6313,28.7,36.6,102,2026-03-03 07:47:11.601039
6314,28.7,36.6,99,2026-03-03 07:47:17.976965
6315,28.7,36.6,101,2026-03-03 07:47:24.542991
6316,28.7,36.6,105,2026-03-03 07:47:30.926619
6317,28.7,36.7,104,2026-03-03 07:47:37.288034
6318,28.7,36.8,102,2026-03-03 07:47:43.745598
6319,28.7,36.7,105,2026-03-03 07:47:50.784945
6320,28.7,36.7,101,2026-03-03 07:47:58.086153
6321,28.7,36.7,99,2026-03-03 07:48:05.089703
6322,28.7,36.8,104,2026-03-03 07:48:12.539037
6323,28.7,36.8,104,2026-03-03 07:48:18.917147
6324,28.7,36.8,102,2026-03-03 07:48:26.035938
6325,28.7,36.9,104,2026-03-03 07:48:35.020035
6326,28.7,36.9,101,2026-03-03 07:48:41.976693
6327,28.7,36.8,104,2026-03-03 07:48:48.403905
6328,28.7,36.8,105,2026-03-03 07:48:54.961878
6329,28.7,36.8,104,2026-03-03 07:49:01.587428
6330,28.8,36.7,104,2026-03-03 07:49:08.134791
6331,28.7,36.8,104,2026-03-03 07:49:14.558557
6332,28.7,36.8,104,2026-03-03 07:49:21.109917
6333,28.8,36.8,104,2026-03-03 07:49:27.511108
6334,28.8,36.8,101,2026-03-03 07:49:34.0481
6335,28.8,36.8,100,2026-03-03 07:49:40.633018
6336,28.8,36.8,103,2026-03-03 07:49:47.221565
6337,28.8,36.8,102,2026-03-03 07:49:53.946571
6338,28.8,36.8,103,2026-03-03 07:50:00.425158
6339,28.8,36.8,105,2026-03-03 07:50:06.91511
6340,28.8,36.8,100,2026-03-03 07:50:13.814748
6341,28.8,36.7,100,2026-03-03 07:50:20.384119
6342,28.8,36.7,102,2026-03-03 07:50:26.837053
6343,28.8,36.7,105,2026-03-03 07:50:33.328601
6344,28.8,36.7,102,2026-03-03 07:50:39.987256
6345,28.8,36.7,102,2026-03-03 07:50:46.284017
6346,28.8,36.6,105,2026-03-03 07:50:52.707818
6347,28.8,36.5,99,2026-03-03 07:50:59.168892
6348,28.8,36.5,100,2026-03-03 07:51:05.690385
6349,28.8,36.5,104,2026-03-03 07:51:12.29845
6350,28.8,36.6,103,2026-03-03 07:51:18.677686
6351,28.8,36.6,104,2026-03-03 07:51:25.259643
6352,28.8,36.6,103,2026-03-03 07:51:31.831863
6353,28.8,36.5,101,2026-03-03 07:51:38.31583
6354,28.8,36.5,100,2026-03-03 07:51:44.896655
6355,28.8,36.5,102,2026-03-03 07:51:51.351716
6356,28.8,36.5,104,2026-03-03 07:51:58.118381
6357,28.8,36.5,103,2026-03-03 07:52:04.527456
6358,28.8,36.5,104,2026-03-03 07:52:11.115619
6359,28.8,36.5,104,2026-03-03 07:52:17.68229
6360,28.8,36.5,104,2026-03-03 07:52:24.360161
6361,28.8,36.5,104,2026-03-03 07:52:30.874713
6362,28.8,36.4,103,2026-03-03 07:52:37.357935
6363,28.8,36.4,102,2026-03-03 07:52:44.066836
6364,28.8,36.4,104,2026-03-03 07:52:50.841136
6365,28.8,36.4,104,2026-03-03 07:52:57.250566
6366,28.8,36.4,102,2026-03-03 07:53:03.775721
6367,28.8,36.4,101,2026-03-03 07:53:10.459896
6368,28.8,36.4,101,2026-03-03 07:53:16.950113
6369,28.8,36.4,104,2026-03-03 07:53:23.641137
6370,28.8,36.4,103,2026-03-03 07:53:30.189951
6371,28.8,36.4,102,2026-03-03 07:53:36.866835
6372,28.8,36.5,102,2026-03-03 07:53:43.566943
6373,28.8,36.5,101,2026-03-03 07:53:50.01683
6374,28.8,36.4,104,2026-03-03 07:53:56.527625
6375,28.8,36.4,104,2026-03-03 07:54:02.950036
6376,28.8,36.4,104,2026-03-03 07:54:09.311083
6377,28.8,36.4,102,2026-03-03 07:54:15.936672
6378,28.8,36.4,101,2026-03-03 07:54:22.553349
6379,28.8,36.4,104,2026-03-03 07:54:29.34656
6380,28.8,36.4,103,2026-03-03 07:54:35.721348
6381,28.7,36.4,104,2026-03-03 07:54:42.077518
6382,28.8,36.4,105,2026-03-03 07:54:48.575395
6383,28.8,36.4,101,2026-03-03 07:54:54.921594
6384,28.7,36.5,104,2026-03-03 07:55:01.471223
6385,28.8,36.4,102,2026-03-03 07:55:07.918342
6386,28.7,36.4,103,2026-03-03 07:55:14.397437
6387,28.7,36.5,104,2026-03-03 07:55:20.723888
6388,28.8,36.3,102,2026-03-03 07:55:27.220196
6389,28.7,36.4,102,2026-03-03 07:55:33.728904
6390,28.7,36.4,101,2026-03-03 07:55:40.155445
6391,28.7,36.4,105,2026-03-03 07:55:46.480386
6392,28.7,36.4,104,2026-03-03 07:55:53.323591
6393,28.7,36.4,103,2026-03-03 07:55:59.604731
6394,28.7,36.4,104,2026-03-03 07:56:06.103284
6395,28.7,36.4,100,2026-03-03 07:56:12.465658
6396,28.7,36.4,102,2026-03-03 07:56:18.888645
6397,28.7,36.4,99,2026-03-03 07:56:25.209009
6398,28.7,36.4,101,2026-03-03 07:56:31.814309
6399,28.7,36.3,105,2026-03-03 07:56:38.483719
6400,28.7,36.3,98,2026-03-03 07:56:45.035589
6401,28.7,36.3,104,2026-03-03 07:56:51.404928
6402,28.7,36.4,103,2026-03-03 07:56:57.817061
6403,28.7,36.4,104,2026-03-03 07:57:04.268386
6404,28.7,36.4,105,2026-03-03 07:57:10.762552
6405,28.7,36.4,101,2026-03-03 07:57:17.118293
6406,28.7,36.4,105,2026-03-03 07:57:23.653828
6407,28.7,36.4,104,2026-03-03 07:57:30.175841
6408,28.7,36.4,102,2026-03-03 07:57:36.521758
6409,28.7,36.4,101,2026-03-03 07:57:43.10311
6410,28.7,36.4,105,2026-03-03 07:57:49.892427
6411,28.7,36.4,102,2026-03-03 07:57:56.557829
6412,28.7,36.3,104,2026-03-03 07:58:02.899658
6413,28.7,36.3,105,2026-03-03 07:58:09.32516
6414,28.7,36.3,104,2026-03-03 07:58:15.702988
6415,28.7,36.3,103,2026-03-03 07:58:22.210574
6416,28.7,36.4,105,2026-03-03 07:58:28.683906
6417,28.7,36.3,105,2026-03-03 07:58:35.284058
6418,28.7,36.3,102,2026-03-03 07:58:41.959399
6419,28.7,36.3,105,2026-03-03 07:58:48.594901
6420,28.7,36.3,102,2026-03-03 07:58:55.159585
6421,28.7,36.3,102,2026-03-03 07:59:01.658097
6422,28.7,36.3,105,2026-03-03 07:59:08.29801
6423,28.7,36.3,103,2026-03-03 07:59:14.834073
6424,28.7,36.2,103,2026-03-03 07:59:21.250251
6425,28.7,36.2,105,2026-03-03 07:59:28.061179
6426,28.7,36.2,103,2026-03-03 07:59:34.665381
6427,28.7,36.2,100,2026-03-03 07:59:41.435943
6428,28.7,36.2,104,2026-03-03 07:59:47.885001
6429,28.7,36.2,105,2026-03-03 07:59:54.517617
6430,28.7,36.2,102,2026-03-03 08:00:01.095611
6431,28.7,36.1,102,2026-03-03 08:00:07.472163
6432,28.7,36.2,99,2026-03-03 08:00:13.729461
6433,28.7,36.1,104,2026-03-03 08:00:20.241969
6434,28.7,36.1,104,2026-03-03 08:00:26.855665
6435,28.7,36.1,99,2026-03-03 08:00:33.362443
6436,28.7,36.1,103,2026-03-03 08:00:40.021069
6437,28.7,36.1,103,2026-03-03 08:00:46.388756
6438,28.7,36.1,105,2026-03-03 08:00:52.701073
6439,28.7,36.1,100,2026-03-03 08:00:59.116436
6440,28.7,36,104,2026-03-03 08:01:05.927194
6441,28.7,36,101,2026-03-03 08:01:12.395144
6442,28.7,36,99,2026-03-03 08:01:18.676567
6443,28.7,36,102,2026-03-03 08:01:25.085404
6444,28.7,36,103,2026-03-03 08:01:31.661916
6445,28.8,35.8,103,2026-03-03 08:01:37.942644
6446,28.8,35.8,105,2026-03-03 08:01:44.621745
6447,28.8,35.8,103,2026-03-03 08:01:51.049235
6448,28.8,35.8,100,2026-03-03 08:01:57.40355
6449,28.8,35.7,106,2026-03-03 08:02:03.829908
6450,28.7,35.9,102,2026-03-03 08:02:10.212304
6451,28.8,35.7,104,2026-03-03 08:02:16.861563
6452,28.8,35.8,103,2026-03-03 08:02:23.476225
6453,28.8,35.7,103,2026-03-03 08:02:30.352116
6454,28.8,35.7,101,2026-03-03 08:02:37.202752
6455,28.7,35.8,102,2026-03-03 08:02:43.590714
6456,28.8,35.7,102,2026-03-03 08:02:50.013413
6457,28.8,35.7,103,2026-03-03 08:02:56.630176
6458,28.8,35.7,102,2026-03-03 08:03:03.08709
6459,28.8,35.7,103,2026-03-03 08:03:09.803586
6460,28.8,35.6,100,2026-03-03 08:03:16.297823
6461,28.8,35.6,102,2026-03-03 08:03:22.883407
6462,28.8,35.6,102,2026-03-03 08:03:29.3779
6463,28.7,35.7,100,2026-03-03 08:03:35.789621
6464,28.7,35.7,107,2026-03-03 08:03:42.313751
6465,28.7,35.7,105,2026-03-03 08:03:48.67966
6466,28.7,35.7,103,2026-03-03 08:03:55.066026
6467,28.7,35.7,103,2026-03-03 08:04:01.743773
6468,28.7,35.7,104,2026-03-03 08:04:08.1333
6469,28.7,35.7,102,2026-03-03 08:04:14.489128
6470,28.7,35.7,101,2026-03-03 08:04:20.820263
6471,28.7,35.7,100,2026-03-03 08:04:28.748152
6472,28.7,35.7,107,2026-03-03 08:04:35.368155
6473,28.7,35.7,105,2026-03-03 08:04:41.94856
6474,28.7,35.7,103,2026-03-03 08:04:48.596655
6475,28.7,35.7,103,2026-03-03 08:04:55.01906
6476,28.7,35.7,96,2026-03-03 08:05:01.285753
6477,28.7,35.7,104,2026-03-03 08:05:07.692963
6478,28.7,35.7,102,2026-03-03 08:05:14.2799
6479,28.7,35.7,104,2026-03-03 08:05:20.673888
6480,28.7,35.7,104,2026-03-03 08:05:27.079224
6481,28.7,35.7,102,2026-03-03 08:05:33.486555
6482,28.7,35.6,104,2026-03-03 08:05:39.783328
6483,28.7,35.6,105,2026-03-03 08:05:46.216868
6484,28.7,35.6,102,2026-03-03 08:05:52.720494
6485,28.7,35.5,102,2026-03-03 08:05:59.156861
6486,28.8,35.4,101,2026-03-03 08:06:05.848522
6487,28.8,35.4,102,2026-03-03 08:06:12.333969
6488,28.7,35.5,100,2026-03-03 08:06:18.743478
6489,28.8,35.4,103,2026-03-03 08:06:25.277895
6490,28.8,35.4,104,2026-03-03 08:06:31.603907
6491,28.8,35.4,104,2026-03-03 08:06:38.192242
6492,28.8,35.4,100,2026-03-03 08:06:44.475041
6493,28.8,35.4,100,2026-03-03 08:06:50.873725
6494,28.8,35.4,100,2026-03-03 08:06:57.219014
6495,28.8,35.4,107,2026-03-03 08:07:03.543181
6496,28.8,35.4,102,2026-03-03 08:07:09.878219
6497,28.8,35.4,104,2026-03-03 08:07:16.419648
6498,28.8,35.4,100,2026-03-03 08:07:22.968923
6499,28.7,35.5,101,2026-03-03 08:07:29.355378
6500,28.8,35.4,103,2026-03-03 08:07:35.699819
6501,28.8,35.4,100,2026-03-03 08:07:42.29038
6502,28.7,35.5,105,2026-03-03 08:07:48.755721
6503,28.7,35.6,104,2026-03-03 08:07:55.32082
6504,28.8,35.5,102,2026-03-03 08:08:01.695877
6505,28.8,35.6,102,2026-03-03 08:08:08.115749
6506,28.8,36,102,2026-03-03 08:08:14.425652
6507,28.8,36,102,2026-03-03 08:08:20.750881
6508,28.8,36.1,102,2026-03-03 08:08:27.177849
6509,28.8,36.1,102,2026-03-03 08:08:33.629704
6510,28.8,36.2,101,2026-03-03 08:08:39.983558
6511,28.8,36.3,102,2026-03-03 08:08:46.339575
6512,28.8,36.5,102,2026-03-03 08:08:52.815882
6513,28.8,36.5,100,2026-03-03 08:08:59.058616
6514,28.8,36.4,101,2026-03-03 08:09:05.387573
6515,28.9,36.3,101,2026-03-03 08:09:11.926142
6516,28.9,36.2,100,2026-03-03 08:09:18.559273
6517,28.9,36.3,100,2026-03-03 08:09:24.841227
6518,28.9,36.4,101,2026-03-03 08:09:31.190077
6519,28.9,36.5,101,2026-03-03 08:09:37.655764
6520,29,36.4,104,2026-03-03 08:09:44.243702
6521,29,36.5,103,2026-03-03 08:09:50.929222
6522,29,36.7,101,2026-03-03 08:09:57.49089
6523,29,36.8,101,2026-03-03 08:10:03.722379
6524,29,36.8,102,2026-03-03 08:10:10.111362
6525,29.1,36.8,102,2026-03-03 08:10:16.566456
6526,29.1,36.8,101,2026-03-03 08:10:22.895622
6527,29.1,36.9,102,2026-03-03 08:10:29.164074
6528,29.2,36.8,102,2026-03-03 08:10:35.804784
6529,29.2,36.8,102,2026-03-03 08:10:42.045871
6530,29.2,36.9,102,2026-03-03 08:10:48.499398
6531,29.2,36.9,101,2026-03-03 08:10:54.837394
6532,29.3,36.8,102,2026-03-03 08:11:01.280813
6533,29.3,36.8,104,2026-03-03 08:11:07.711672
6534,29.3,36.9,103,2026-03-03 08:11:13.978778
6535,29.3,36.9,104,2026-03-03 08:11:20.359098
6536,29.3,36.9,102,2026-03-03 08:11:26.791227
6537,29.3,36.9,103,2026-03-03 08:11:33.302559
6538,29.4,36.9,102,2026-03-03 08:11:39.712109
6539,29.4,37,104,2026-03-03 08:11:45.977829
6540,29.4,37,102,2026-03-03 08:11:52.269232
6541,29.4,37.1,103,2026-03-03 08:11:58.651396
6542,29.4,37.1,103,2026-03-03 08:12:05.038063
6543,29.4,37,102,2026-03-03 08:12:11.337419
6544,29.4,37,103,2026-03-03 08:12:17.74312
6545,29.4,37,102,2026-03-03 08:12:24.02373
6546,29.4,37.1,103,2026-03-03 08:12:30.687729
6547,29.5,37,105,2026-03-03 08:12:37.201268
6548,29.5,37,102,2026-03-03 08:12:43.715471
6549,29.5,36.9,103,2026-03-03 08:12:50.040265
6550,29.5,36.9,101,2026-03-03 08:12:56.742819
6551,29.4,36.8,101,2026-03-03 08:13:03.428258
6552,29.4,36.8,104,2026-03-03 08:13:09.958293
6553,29.4,36.9,102,2026-03-03 08:13:16.326497
6554,29.3,36.9,107,2026-03-03 08:13:22.636753
6555,29.3,37,107,2026-03-03 08:13:29.204962
6556,29.2,37.2,106,2026-03-03 08:13:35.516918
6557,29.2,37.3,105,2026-03-03 08:13:41.876179
6558,29.2,37.4,105,2026-03-03 08:13:48.478558
6559,29.1,37.6,107,2026-03-03 08:13:55.097599
6560,29.1,37.7,107,2026-03-03 08:14:03.092487
6561,29,37.7,107,2026-03-03 08:14:09.790397
6562,29,37.8,109,2026-03-03 08:14:16.442566
6563,29,37.9,111,2026-03-03 08:14:22.958
6564,28.9,38,110,2026-03-03 08:14:29.629942
6565,28.9,38.1,105,2026-03-03 08:14:36.25771
6566,28.9,38.2,111,2026-03-03 08:14:54.147682
6567,28.9,38.2,109,2026-03-03 08:15:00.55456
6568,28.8,38.4,111,2026-03-03 08:15:07.177075
6569,28.8,38.4,107,2026-03-03 08:15:13.775334
6570,28.8,38.5,107,2026-03-03 08:15:20.240033
6571,28.8,38.5,111,2026-03-03 08:15:26.55311
6572,28.8,38.5,110,2026-03-03 08:15:33.15106
6573,28.8,38.6,111,2026-03-03 08:15:40.874769
6574,28.8,38.6,114,2026-03-03 08:15:47.25918
6575,28.8,38.5,111,2026-03-03 08:15:53.615607
6576,28.8,38.6,108,2026-03-03 08:16:01.557891
6577,28.8,38.6,107,2026-03-03 08:16:07.943562
6578,28.8,38.6,112,2026-03-03 08:16:14.287052
6579,28.8,38.7,112,2026-03-03 08:16:20.687184
6580,28.8,38.8,111,2026-03-03 08:16:27.233684
6581,28.8,38.9,115,2026-03-03 08:16:33.784501
6582,28.8,38.9,115,2026-03-03 08:16:40.402323
6583,28.8,38.9,110,2026-03-03 08:16:46.897315
6584,28.8,38.9,114,2026-03-03 08:16:53.182768
6585,28.8,38.9,112,2026-03-03 08:16:59.687761
6586,28.8,39,112,2026-03-03 08:17:06.179227
6587,28.8,39,111,2026-03-03 08:17:12.602248
6588,28.7,39.1,112,2026-03-03 08:17:19.009253
6589,28.7,39.1,113,2026-03-03 08:17:25.338315
6590,28.8,39,112,2026-03-03 08:17:31.831968
6591,28.7,39.1,111,2026-03-03 08:17:49.703689
6592,28.7,39.1,112,2026-03-03 08:17:56.062601
6593,28.7,39.2,115,2026-03-03 08:18:02.605499
6594,28.7,39.3,112,2026-03-03 08:18:09.166904
6595,28.7,39.3,111,2026-03-03 08:18:15.631695
6596,28.7,39.2,116,2026-03-03 08:18:22.11569
6597,28.7,39.2,111,2026-03-03 08:18:28.433765
6598,28.7,39.2,117,2026-03-03 08:18:34.888717
6599,28.7,39.3,114,2026-03-03 08:18:41.538241
6600,28.7,39.3,111,2026-03-03 08:18:47.93439
6601,28.7,39.3,113,2026-03-03 08:18:54.32149
6602,28.7,39.3,113,2026-03-03 08:19:01.012682
6603,28.7,39.3,112,2026-03-03 08:19:07.383995
6604,28.7,39.3,114,2026-03-03 08:19:14.01885
6605,28.8,39.3,117,2026-03-03 08:19:20.478138
6606,28.7,39.4,109,2026-03-03 08:19:27.044127
6607,28.7,39.4,111,2026-03-03 08:19:33.620984
6608,28.7,39.4,113,2026-03-03 08:19:40.395604
6609,28.8,39.2,112,2026-03-03 08:19:46.881764
6610,28.7,39.4,115,2026-03-03 08:19:53.258669
6611,28.8,39.2,117,2026-03-03 08:19:59.671478
6612,28.8,39.2,113,2026-03-03 08:20:06.358795
6613,28.8,39.2,109,2026-03-03 08:20:12.676268
6614,28.8,39.2,113,2026-03-03 08:20:18.972317
6615,28.8,39.2,113,2026-03-03 08:20:25.369638
6616,28.8,39.2,114,2026-03-03 08:20:31.79784
6617,28.8,39.2,115,2026-03-03 08:20:38.195122
6618,28.8,39.1,112,2026-03-03 08:20:45.258795
6619,28.8,39.1,110,2026-03-03 08:20:51.784314
6620,28.8,39.1,112,2026-03-03 08:20:58.332984
6621,28.8,39.1,113,2026-03-03 08:21:04.784875
6622,28.8,39,111,2026-03-03 08:21:11.342165
6623,28.8,39,111,2026-03-03 08:21:17.929884
6624,28.8,39,111,2026-03-03 08:21:24.307286
6625,28.8,38.9,111,2026-03-03 08:21:30.772949
6626,28.8,38.8,111,2026-03-03 08:21:37.182002
6627,28.8,38.8,112,2026-03-03 08:21:43.778557
6628,28.8,38.7,113,2026-03-03 08:21:50.410911
6629,28.8,38.7,110,2026-03-03 08:21:56.907007
6630,28.8,38.8,108,2026-03-03 08:22:03.492192
6631,28.8,38.8,113,2026-03-03 08:22:10.16085
6632,28.8,38.7,114,2026-03-03 08:22:16.981646
6633,28.9,38.6,111,2026-03-03 08:22:23.598182
6634,28.8,38.1,110,2026-03-03 08:22:30.037202
6635,28.9,37.7,106,2026-03-03 08:22:36.361236
6636,28.9,37.5,105,2026-03-03 08:22:42.939143
6637,28.9,37.5,110,2026-03-03 08:22:49.327917
6638,29,37.6,111,2026-03-03 08:22:55.640373
6639,29,37.6,103,2026-03-03 08:23:02.128817
6640,29,37.6,110,2026-03-03 08:23:08.652163
6641,29,37.7,110,2026-03-03 08:23:15.248772
6642,29,37.8,109,2026-03-03 08:23:21.667952
6643,29,37.7,111,2026-03-03 08:23:28.059641
6644,29,37.7,110,2026-03-03 08:23:34.541631
6645,29,37.7,113,2026-03-03 08:23:40.984997
6646,29,37.8,111,2026-03-03 08:23:48.763959
6647,29,37.8,111,2026-03-03 08:23:55.519884
6648,29,37.9,109,2026-03-03 08:24:01.904964
6649,29,37.9,108,2026-03-03 08:24:08.573977
6650,29,37.8,112,2026-03-03 08:24:15.163394
6651,29,37.9,114,2026-03-03 08:24:21.582307
6652,29,37.9,115,2026-03-03 08:24:28.24665
6653,29,37.9,113,2026-03-03 08:24:34.553647
6654,29,37.9,112,2026-03-03 08:24:41.331063
6655,29,37.9,117,2026-03-03 08:24:49.175952
6656,28.9,38,111,2026-03-03 08:24:55.717585
6657,28.9,38,113,2026-03-03 08:25:02.302322
6658,28.9,38.1,112,2026-03-03 08:25:09.024308
6659,28.9,38,112,2026-03-03 08:25:15.460132
6660,28.9,38,115,2026-03-03 08:25:22.006131
6661,28.9,38,113,2026-03-03 08:25:28.51828
6662,28.9,38.1,113,2026-03-03 08:25:35.086568
6663,28.9,38.1,112,2026-03-03 08:25:41.361486
6664,28.9,38,116,2026-03-03 08:25:49.296505
6665,28.9,38,113,2026-03-03 08:25:55.728793
6666,28.9,38,114,2026-03-03 08:26:02.238837
6667,28.9,38.1,110,2026-03-03 08:26:08.642837
6668,28.9,38.1,113,2026-03-03 08:26:15.028923
6669,28.9,38.1,113,2026-03-03 08:26:21.293177
6670,28.9,38.1,108,2026-03-03 08:26:27.692624
6671,28.9,38.1,113,2026-03-03 08:26:34.001789
6672,28.9,38.1,111,2026-03-03 08:26:40.336638
6673,28.9,38.2,111,2026-03-03 08:26:48.348365
6674,28.9,38.3,114,2026-03-03 08:26:54.760895
6675,28.9,38.2,115,2026-03-03 08:27:01.075558
6676,28.9,38.2,115,2026-03-03 08:27:07.346623
6677,28.9,38.2,112,2026-03-03 08:27:13.933855
6678,28.9,38.3,111,2026-03-03 08:27:20.493347
6679,28.9,38.2,111,2026-03-03 08:27:26.821789
6680,28.9,38.2,113,2026-03-03 08:27:33.240922
6681,28.9,38.2,110,2026-03-03 08:27:39.645591
6682,28.9,38,111,2026-03-03 08:27:46.339179
6683,28.9,38.2,113,2026-03-03 08:27:52.79719
6684,28.9,38.2,116,2026-03-03 08:27:59.206138
6685,28.9,38.2,111,2026-03-03 08:28:05.75949
6686,28.9,38.2,106,2026-03-03 08:28:12.121935
6687,28.9,38.2,114,2026-03-03 08:28:18.606439
6688,29,38.1,111,2026-03-03 08:28:25.126818
6689,28.9,38.2,110,2026-03-03 08:28:31.535649
6690,28.9,38.1,114,2026-03-03 08:28:37.884333
6691,29,38.1,109,2026-03-03 08:28:44.321312
6692,28.9,38.2,112,2026-03-03 08:28:50.923888
6693,28.9,38.2,114,2026-03-03 08:28:57.244943
6694,29,38.1,112,2026-03-03 08:29:03.566728
6695,28.9,38.2,111,2026-03-03 08:29:10.075048
6696,28.9,38.2,112,2026-03-03 08:29:16.461128
6697,28.9,38.2,111,2026-03-03 08:29:22.760616
6698,28.9,38.2,113,2026-03-03 08:29:30.452343
6699,28.9,38.2,113,2026-03-03 08:29:37.125186
6700,28.9,38.3,111,2026-03-03 08:29:43.53176
6701,28.9,38.3,118,2026-03-03 08:29:49.880447
6702,28.9,38.3,115,2026-03-03 08:29:56.59957
6703,28.9,38.3,115,2026-03-03 08:30:02.923355
6704,28.9,38.3,113,2026-03-03 08:30:09.21449
6705,28.9,38.4,115,2026-03-03 08:30:15.546729
6706,28.9,38.3,112,2026-03-03 08:30:21.956323
6707,28.9,38.3,114,2026-03-03 08:30:38.751566
6708,28.9,38.4,111,2026-03-03 08:30:45.235184
6709,28.9,38.3,113,2026-03-03 08:30:51.704658
6710,28.9,38.3,110,2026-03-03 08:30:59.592784
6711,28.9,38.3,112,2026-03-03 08:31:05.957317
6712,28.9,38.3,110,2026-03-03 08:31:12.398079
6713,28.9,38.3,113,2026-03-03 08:31:20.528787
6714,28.9,38.3,115,2026-03-03 08:31:26.935096
6715,28.9,38.3,113,2026-03-03 08:31:33.476707
6716,28.9,38.3,111,2026-03-03 08:31:39.923845
6717,28.9,38.2,113,2026-03-03 08:31:46.519256
6718,28.9,38.3,112,2026-03-03 08:31:52.901173
6719,28.9,38.3,113,2026-03-03 08:31:59.214561
6720,28.9,38.3,116,2026-03-03 08:32:05.638815
6721,28.9,38.3,113,2026-03-03 08:32:12.010349
6722,28.9,38.3,115,2026-03-03 08:32:18.633719
6723,28.9,38.3,112,2026-03-03 08:32:25.288177
6724,28.9,38.2,112,2026-03-03 08:32:31.730946
6725,28.9,38.2,114,2026-03-03 08:32:38.447514
6726,28.9,38.2,109,2026-03-03 08:32:44.951692
